Bin#,Source,SKU,Item,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
2,Clothes Mentor Selma,B0739,Reebok Racerback Heathered Grey Tank XS,$5.00 ,$5.41 ,6/19/2022,20226,,,,,,,,,65
WEARING,Clothes Mentor Selma,B0740,Adidas Climalite High Waist 7/8 Heathered Grey Legging S,$7.00 ,$7.58 ,Wearing,,,,,,,,,,
WEARING,Clothes Mentor Selma,B0741,Zella High Waist Capri Legging Heathered Grey S,$6.00 ,$6.50 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,B0742,COH by Jerome Dahan 27 Black High Waist Straight Leg Jeans,$9.00 ,$9.74 ,,,,,,,,,,,
5,Clothes Mentor Selma,B0743,Akemi + Kin Anthropologie NWT Cream Embroidered Merewen Peasant Blouse L,$9.00 ,$9.74 ,12/16/2021,202112,Poshmark,$37.00 ,$7.40 ,$0.00 ,$29.60 ,$19.86 ,4/4/2022,20224,109
,Goodwill Cibolo,B0744,Merrell Trail Sisters Vibram QForm2 10,$12.74 ,$13.79 ,,,,,,,,,,,
,Goodwill Cibolo,B0745,Adidas Climalite Grey Men's Running Shorts M,$2.65 ,$2.87 ,,,,,,,,,,,
13,Goodwill Cibolo,B0746,Umgee NWT Floral Midi Faux Wrap Boho Dress M,$7.22 ,$7.82 ,2/26/2022,20222,,,,,,,,,178
6,Goodwill Cibolo,B0747,Francesca's Blue Rain Vertical Stripe Off Shoulder Top S,$4.50 ,$4.87 ,2/24/2022,20222,,,,,,,,,180
7,Goodwill Cibolo,B0748,Entro Polka Dot Lace Babydoll Top Boho L,$2.65 ,$2.87 ,5/11/2022,20225,Poshmark,$19.00 ,$3.80 ,$0.00 ,$15.20 ,$12.33 ,5/13/2022,20225,2
6,Goodwill Cibolo,B0749,AEO Embroidred Floral Crop Peasant Boho Top M,$4.50 ,$4.87 ,2/26/2022,20222,,,,,,,,,178
6,Goodwill Cibolo,B0750,Torrid Black Dolman Sleeve Button Down Short Sleeve Top Plus Size 14/16 1X,$4.50 ,$4.87 ,2/26/2022,20222,,,,,,,,,178
7,Goodwill Cibolo,B0751,Tie Dye Polaroid Graphic Crop T Shirt M,$2.80 ,$3.03 ,5/11/2022,20225,,,,,,,,,104
7,Goodwill Cibolo,B0752,MTV Graphic T Shirt S,$2.80 ,$3.03 ,5/11/2022,20225,,,,,,,,,104
WEARING,Goodwill Cibolo,B0753,Madewell Daisy Dots button Front Tie Tank Floral L,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
6,Goodwill Cibolo,B0754,Philosophy Black Cap Sleeve Lace Top XS,$4.50 ,$4.87 ,2/26/2022,20222,,,,,,,,,178
,Goodwill Cibolo,B0755,Love PINK NWT Yoga High Waist Full Length Legging S,$4.50 ,$4.87 ,,,,,,,,,,,
14,Goodwill Cibolo,B0756,Elizabeth and James NWT Olive Green Utility Jumpsuit XL,$7.22 ,$7.82 ,5/11/2022,20225,,,,,,,,,104
6,Goodwill Cibolo,B0757,Umgee NWT Animal Print Top S,$4.50 ,$4.87 ,2/26/2022,20222,,,,,,,,,178
7,Goodwill Cibolo,B0758,ModCloth White Sleeveless Blouse Tank Animal Print Plus Size 3X,$4.50 ,$4.87 ,5/11/2022,20225,,,,,,,,,104
,Goodwill Cibolo,B0759,THML Floral Boho Maxi Dress M,$7.22 ,$7.82 ,2/26/2022,20222,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$12.18 ,3/9/2022,20223,11
,Goodwill Cibolo,B0760,Athleta Martinique Dress Abstract Boho Print M,$7.22 ,$7.82 ,,,,,,,,,,,
WEARING,Goodwill Cibolo,B0761,Express Animal Print Button Tie Front Crop Tank Top XS,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
15,Goodwill Cibolo,B0762,Altar'd State Off Shoulder Crop Boho Blouse S,$4.50 ,$4.87 ,5/13/2022,20225,,,,,,,,,102
,Goodwill Cibolo,B0763,AEO Curvy High Rise Shortie Denim Cut Off High Waisted Shorts 9,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0764,AEO High Rise Shortie Denim Cut Off High Waisted Shorts 10,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0765,Men's Running Shorts,$2.65 ,$2.87 ,Damaged,,Damaged,,,,,,2/16/2022,20222,
,Goodwill Cibolo,B0766,Men's Sweatpants,$4.50 ,$5.83 ,Damaged,,Damaged,,,,,,2/16/2022,20222,
???,Closet,B0767,Francesca's Miami Dolman Sleeve Long Sleeve Tunic Top M,$0.00 ,$0.00 ,,,,,,,,,,,
,Closet,B0768,Pink Lily C'Esttoi Quilted Vest Faux Fur Lined M,$0.00 ,$12.52 ,2/26/2022,20222,Poshmark,$19.00 ,$3.80 ,$2.68 ,$12.52 ,$0.00 ,3/23/2022,20223,25
6,Closet,B0769,Ann Taylor XS Petite Sleevless Printed Blouse,$0.00 ,$0.00 ,2/25/2022,20222,,,,,,,,,179
,Closet,B0770,Ann Taylor Purple Sleeveless Faux Wrap Dress S Petite,$0.00 ,$23.08 ,2/25/2022,20222,Poshmark,$31.00 ,$6.20 ,$1.72 ,$23.08 ,$0.00 ,3/3/2022,20223,6
13,Closet,B0771,Allen B Bodycon Long Sleeved Dress XS,$0.00 ,$0.00 ,2/25/2022,20222,,,,,,,,,179
6,Closet,B0772,Columbia 1/4 Zip Pink Fleece Pullover S,$0.00 ,$0.00 ,2/24/2022,20222,,,,,,,,,180
,Goodwill Cibolo,B0773,Cocobelle Anthro Bhea Leather Slide Sandals 6,$6.37 ,$6.90 ,,,,,,,,,,,
,Goodwill Cibolo,B0774,Fabletics AISHA Seamless Athletic Tank Est. Size M,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0775,Fabletics Autumn Tank Olive Green M,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0776,Peleton Unisex Gray Logo Muscle Tank M,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0777,Lucky Brand Blue Tank S,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0778,Blu Pepper Striped Knit Tank Tie Front Boho L,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0779,Anthro Eden & Olivia Tank Top Cactus Print L,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0780,Express NWT Black Racerback Top Sequin Embellishment L,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0781,Entro Embroidered Floral Tank Top Boho Blouse M,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0782,E&M Mustard Scalloped Top Embroidered Boho Floral S,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0783,AEO Essentials Strappy Velvet Crop Tank Top S,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0784,Pebble and Stone Anthropologie Striped Floral Embroidered Top XS,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0785,THML Boho Embroidered Tassel Striped Top 100% Cotton XS,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0786,AEO Floral Embroidered Boho Top XS,$4.50 ,$4.87 ,Unlisted,,,,,,,,,,
,Goodwill Cibolo,B0787,Madewell Oversized Dip Dye Lakeline Popover Dolman Sleeve Top Ombre XXS,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0788,Madewell Oatmeal Tunic Top S,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0789,J. Jill 100% Silk Cream Sleeveless Top M Petite,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0790,Monteau NWOT Floral Boho Midi Ruffle Dress Wood Buttons L,$7.22 ,$7.82 ,,,,,,,,,,,
,Goodwill Cibolo,B0791,Francesca's Collections Alya Printed Jumpsuit M,$7.22 ,$7.82 ,,,,,,,,,,,
,Goodwill Cibolo,B0792,J. Jill 100% Cotton Spring White Top Tassel M Petite,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0793,J. Jill 100% Silk Black Sleeveless Top M Petitie,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0794,J. Jill Chambray Sleeveless Top M Petite,$2.80 ,$3.03 ,,,,,,,,,,,
,Goodwill Cibolo,B0795,Pleione Anthro Short Sleeve Blouse Gray XS,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0796,J. Jill Red Sleeveless Blouse Buttons M Petite,$4.50 ,$4.87 ,,,,,,,,,,,
WEARING,Goodwill Cibolo,B0797,SMPLFD Clothing retro logo crop tank S,$2.65 ,$2.87 ,Wearing,,,,,,,,,,
,Goodwill Cibolo,B0798,J. Jill Wearever Collection Floral Print Midi Dress M Petite,$4.25 ,$4.60 ,,,,,,,,,,,
,Goodwill Cibolo,B0799,Cloth & Stone Anthro Sunburst Vertical Stripe Button Down Linen Blend Dress M,$4.25 ,$4.60 ,,,,,,,,,,,
,Goodwill Cibolo,B0800,Miami Floral Long Sleeved Baby Doll Dress XS,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0801,Armani Exchange Grey T-Shirt XS,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0802,Pleione Anthro Navy Blue Pleated Back Short Sleeved Top S,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0803,American Rag Semi Sheer Boho Floral Tunic Top L,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0804,Paper Crane Boho Embroidered Shift Dress S,$4.25 ,$4.60 ,,,,,,,,,,,
,Goodwill Cibolo,B0805,Lululemon Love Crew III Yachtie Stripe Cassis White T Shirt 6,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0806,Caution to the Wind Vertical Stripe Wrap Midi Dress S,$7.22 ,$7.82 ,,,,,,,,,,,
,Goodwill Cibolo,B0807,Zara TRF Collection Animal Print Long Sleeve V-Neck Dress S,$4.25 ,$4.60 ,,,,,,,,,,,
2,Goodwill Cibolo,B0808,Zella Red Muscle Tank Cut Out Back S,$2.65 ,$2.87 ,6/23/2022,20226,,,,,,,,,61
,Goodwill Cibolo,B0809,Lulu's NWT White Polka Dot Wrap Mini Dress S,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0810,French Laundry Embroidered Boho Floral Blouse L,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0811,Sweet Wanderer NWT Stripe Color Block Top L,$2.65 ,$2.87 ,,,,,,,,,,,
15,Goodwill Cibolo,B0812,Fabletics Lilac Loretta Muscle High Low Tank S,$4.50 ,$4.87 ,5/13/2022,20225,,,,,,,,,102
,Goodwill Cibolo,B0813,Harve Benard Black Semi-Sheer Short Sleeve Top L,$2.80 ,$3.03 ,,,,,,,,,,,
,Goodwill Cibolo,B0814,Francesca's Collections Lace Mint Green Sleevless Shift Dress M,$7.22 ,$7.82 ,,,,,,,,,,,
,Goodwill Cibolo,B0815,Express Lace Cap Sleeve High Neck Cut-out Back Top M,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0816,MTV Graphic T Shirt M,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0817,Torrid Super Soft Knits Floral Top Plus Size 1x 14/16,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0818,Anthropologie Blue Knit Oversized V-Neck T Shirt M,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0819,Aerie Striped Burnout Tie Dye Pink Boxy Crop T Shirt M,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0820,Torried Faux Wrap Ribbed Knit Short Sleeve Top V-Neck Plus Size 3X 22/24,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0821,Livi Active Blue Crew Neck T Shirt Plus Size 18/20,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0822,Retrology Blue Striped Tie Front Short Sleeve Top Plus Size 1X,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0823,Exofficio Women's Short Sleeve Button Down Hiking Utility Top L,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0824,AEO Floral Boho Semi-Sheer Ruffle Short Sleeve Top M,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0825,Meraki Liliac Cold Shoulder Blouse L,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0826,Meraki Royal Blue Cold Shoulder Blouse L,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0827,Meraki Blush Pink Cold Shoulder Blouse L,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0828,Lucky Brand Boho Embroidered Short Sleeve Top M,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0829,Eden & Olivia Anthro Cold Shoulder Striped Top XL,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0830,Pure Barre Logo Crop Oversized Off-shoulder Grey Top M,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0831,Monteau Striped Peplum Short Sleeved Top M,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Cibolo,B0832,Japna Donut Graphic Button Down Short Sleeve Top M,$0.00 ,$0.00 ,,,,,,,,,,,
,Goodwill Cibolo,B0833,We the Free People Sun Dial Dip Dye Top M,$0.00 ,$0.00 ,,,,,,,,,,,
WEARING,Poshmark,B0834,Madewell High Riser Skinny Black Washed Jeans 28,$20.54 ,$26.02 ,Wearing,,,,,,,,,,
WEARING,Poshmark,B0835,Madewell Hillside Daisies Front Tie Top S,$14.46 ,$19.94 ,Wearing,,,,,,,,,,
,Texas Thrift Store,B0836,Anthropologie Geisha Designs NWT Savita Maxi Dress 6,$24.97 ,$27.03 ,2/24/2022,20222,Poshmark,$179.00 ,$39.80 ,$7.67 ,$131.53 ,$104.50 ,3/26/2022,20223,30
15,Texas Thrift Store,B0837,Anthropologie RYU Boho Crochet Lace Tie Back Dress Semi Sheer L,$6.46 ,$6.99 ,5/13/2022,20225,Poshmark,$48.00 ,$9.60 ,$0.00 ,$38.40 ,$31.41 ,8/6/2022,20228,85
15,Texas Thrift Store,B0838,J. Jill Plaid Button Down XL,$2.99 ,$3.24 ,5/13/2022,20225,,,,,,,,,102
15,Texas Thrift Store,B0839,Torrid Animal Print Semi Sheer Ruffle Top Plus Size 22/24 3X,$3.99 ,$4.32 ,5/13/2022,20225,Poshmark,$14.00 ,$2.95 ,$0.00 ,$11.05 ,$6.73 ,5/21/2022,20225,8
,Texas Thrift Store,B0840,White Birch Boho Floral Long Sleeve Top XL,$3.49 ,$3.78 ,3/22/2022,20223,Poshmark,$31.00 ,$6.20 ,$1.72 ,$23.08 ,$19.30 ,5/21/2022,20225,60
15,Texas Thrift Store,B0841,Umgee Paisley Lace 3/4 Sleeve Boho Top L,$2.99 ,$3.24 ,5/13/2022,20225,,,,,,,,,102
,Texas Thrift Store,B0842,A'gaci Cropped Faux Wrap Top M,$3.49 ,$3.78 ,,,,,,,,,,,
,Texas Thrift Store,B0843,VS PINK V Neck Knit Sweater XS,$4.99 ,$5.40 ,Repairing,,,,,,,,,,
15,Texas Thrift Store,B0844,Philosophy Striped Plus Size Long Sleeve Sharkbite Hem Tunic Top L,$2.49 ,$2.70 ,5/13/2022,20225,,,,,,,,,102
13,Texas Thrift Store,B0845,American Rag Boho Floral Tunic/Mini Dress L,$2.99 ,$3.24 ,5/11/2022,20225,,,,,,,,,104
15,Texas Thrift Store,B0846,The Limited Abstract Print Ruffle Button Down Top Balloon Sleeve M,$2.99 ,$3.24 ,5/13/2022,20225,,,,,,,,,102
15,Texas Thrift Store,B0847,Free People Moonlight Mile Print Penny Georgette M,$2.49 ,$2.70 ,6/18/2022,20226,,,,,,,,,66
15,Texas Thrift Store,B0848,AEO Floral Boho Smocked Long Sleeve Top L,$3.99 ,$4.32 ,5/13/2022,20225,,,,,,,,,102
15,Texas Thrift Store,B0849,Lucky Brand Boho Lace Long Sleeve Top Tassle L,$3.99 ,$4.32 ,6/9/2022,20226,,,,,,,,,75
WEARING,Texas Thrift Store,B0850,Nike Pro Dri-Fit White Long Sleeved Running Pullover S,$7.46 ,$8.07 ,Wearing,,,,,,,,,,
15,Texas Thrift Store,B0851,Pleione Floral Lace Long Sleeve Top Ruffle Hem M,$4.99 ,$5.40 ,6/8/2022,20226,,,,,,,,,76
15,Texas Thrift Store,B0852,Maeve The Clarissa High-Low Buttondown 8 NWT,$8.46 ,$9.15 ,5/13/2022,20225,,,,,,,,,102
15,Texas Thrift Store,B0853,Entro Floral Boho Pleated Hem Top L,$6.46 ,$6.99 ,6/8/2022,20226,,,,,,,,,76
15,Texas Thrift Store,B0854,Torrid Harper Multi Dip-Dye Challis pullover Blouse Plus Size 14/16 1X,$3.49 ,$3.78 ,6/9/2022,20226,,,,,,,,,75
15,Texas Thrift Store,B0855,Pleione Royal Blue Long Sleeve Pocket Blouse Top L,$2.99 ,$3.24 ,6/8/2022,20226,,,,,,,,,76
15,Texas Thrift Store,B0856,Shein Floral Long Sleeve Blouse L,$2.99 ,$3.24 ,6/8/2022,20226,,,,,,,,,76
15,Texas Thrift Store,B0857,Ecote UO Long Sleeve Lace Hem Semi Sheer Top L,$2.49 ,$2.70 ,6/7/2022,20226,,,,,,,,,77
15,Texas Thrift Store,B0858,Umgee Boho Split Sleeve Top L,$4.99 ,$5.40 ,6/8/2022,20226,,,,,,,,,76
15,Texas Thrift Store,B0859,Olive & Oak Plaid Button Down L,$3.49 ,$3.78 ,6/7/2022,20226,,,,,,,,,77
15,Texas Thrift Store,B0860,Lily White Roll Tab Sleeve Polka Dot Top L,$2.49 ,$2.70 ,5/13/2022,20225,,,,,,,,,102
15,Texas Thrift Store,B0861,Shein Curve Animal Print Orange Plus Size 2XL,$2.99 ,$3.24 ,6/5/2022,20226,,,,,,,,,79
15,Texas Thrift Store,B0862,Shein Floral Long Sleeve Faux Wrap Blouse L,$4.99 ,$5.40 ,5/13/2022,20225,,,,,,,,,102
15,Texas Thrift Store,B0863,Ann Taylor Floral Long Sleeve Blouse L,$3.49 ,$3.78 ,6/7/2022,20226,Poshmark,$34.00 ,$6.80 ,$1.72 ,$25.48 ,$21.70 ,6/8/2022,20226,1
15,Texas Thrift Store,B0864,Anthro Fig & Flower Paisley Boho Tunic Top M,$2.99 ,$3.24 ,6/7/2022,20226,,,,,,,,,77
15,Texas Thrift Store,B0865,Anthro Fig & Flower Boho Top Lace Petite M,$3.49 ,$3.78 ,6/7/2022,20226,,,,,,,,,77
15,Texas Thrift Store,B0866,Shein Long Sleeve Top Color Block Animal Print L,$4.99 ,$5.40 ,6/6/2022,20226,,,,,,,,,78
15,Texas Thrift Store,B0867,Athleta Pose Marled Blue Open Back Top M,$2.49 ,$2.70 ,6/6/2022,20226,,,,,,,,,78
15,Texas Thrift Store,B0868,Ann Taylor Peplum Short Sleeve Knit Sweater M,$2.99 ,$3.24 ,5/13/2022,20225,,,,,,,,,102
7,Texas Thrift Store,B0869,Entro Floral Paisley Boho Dolman Sleeve Top M,$2.49 ,$2.70 ,5/11/2022,20225,Poshmark,$16.00 ,$3.20 ,$0.00 ,$12.80 ,$10.10 ,5/14/2022,20225,3
15,Texas Thrift Store,B0870,Blu Pepper NWOT Boho Paisley Floral Button Down Top M,$3.49 ,$3.78 ,6/5/2022,20226,,,,,,,,,79
7,Texas Thrift Store,B0871,HD in Paris Anthropologie Sketched Rosemallow Top 8,$8.46 ,$9.15 ,5/11/2022,20225,,,,,,,,,104
,Texas Thrift Store,B0872,The Limited Boho Abstract Print Top M,$4.99 ,$5.40 ,,,,,,,,,,,
,Texas Thrift Store,B0873,Sanctuary Boho Abstract Print Top M (Estimated Size),$4.99 ,$5.40 ,,,,,,,,,,,
7,Texas Thrift Store,B0874,Umgee Plaid Button Down Lace Hem M,$2.99 ,$3.24 ,5/11/2022,20225,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$12.76 ,7/30/2022,20227,80
,Texas Thrift Store,B0875,Nanette Lepore Red Lace Blouse S,$3.49 ,$3.78 ,,,,,,,,,,,
,Texas Thrift Store,B0876,Pleione Paisley Boho Top XS,$2.99 ,$3.24 ,,,,,,,,,,,
15,Texas Thrift Store,B0877,Lucky Brand Sweater Dip Dye M,$2.99 ,$3.24 ,6/6/2022,20226,,,,,,,,,78
7,Texas Thrift Store,B0878,Torrid Hacci Dolman Cardigan Sweater Mauve Pink Plus Size 1X 14/16,$3.49 ,$3.78 ,5/11/2022,20225,,,,,,,,,104
7,Texas Thrift Store,B0879,Maeve The Clarissa High-Low Buttondown Shirt Embroidered Stripe 6,$6.46 ,$6.99 ,5/11/2022,20225,,,,,,,,,104
15,Texas Thrift Store,B0880,Umgee Chambray Button Down Tie Front M,$4.99 ,$5.40 ,6/6/2022,20226,,,,,,,,,78
15,Texas Thrift Store,B0881,Torrid Semi-Sheer Rose Floral Lace Top Plus Size 3X 22/24,$3.49 ,$3.78 ,5/13/2022,20225,,,,,,,,,102
7,Texas Thrift Store,B0882,Umgee Plaid Button Down Raw Hem Tunic Top Plus Size 2XL,$4.99 ,$5.40 ,5/11/2022,20225,Poshmark,$24.00 ,$4.80 ,$1.72 ,$17.48 ,$12.08 ,5/13/2022,20225,2
7,Texas Thrift Store,B0883,Entro Boho Bell Sleeve Crinkle Top S,$6.46 ,$6.99 ,5/11/2022,20225,,,,,,,,,104
,Texas Thrift Store,B0884,Francesca's Sweet Journey NWT Knit Sleeveless Cardigan Tassels L,$6.46 ,$6.99 ,,,,,,,,,,,
WEARING,Texas Thrift Store,B0885,AEO Soft & Sexy Plush Knit Top XS,$2.49 ,$2.70 ,Wearing,,,,,,,,,,
7,Texas Thrift Store,B0886,Lavender Fields Tie Die Knotted Front Long Sleeve Top S,$2.49 ,$2.70 ,5/11/2022,20225,,,,,,,,,104
7,Texas Thrift Store,B0887,Express Plaid Checked Top S,$2.99 ,$3.24 ,5/11/2022,20225,,,,,,,,,104
7,Texas Thrift Store,B0888,L.L. Bean Pima Cotton Cowl Neck Top M,$2.49 ,$2.70 ,5/11/2022,20225,,,,,,,,,104
7,Texas Thrift Store,B0889,Halogen Ribbed Crew Neck Sweater Black S,$4.99 ,$5.40 ,5/11/2022,20225,,,,,,,,,104
,Texas Thrift Store,B0890,Umgee Floral Lace Embroidered Tunic Top Plus Size 1XL,$3.49 ,$3.78 ,,,,,,,,,,,
,Texas Thrift Store,B0891,Op Black Henley M,$2.49 ,$2.70 ,,,,,,,,,,,
,Texas Thrift Store,B0892,Altar'd State Long Sleeve Mini Dress XS,$6.46 ,$6.99 ,,,,,,,,,,,
15,Texas Thrift Store,B0893,Miami Francesca's Off-Shoulder Lace Top S,$2.99 ,$3.24 ,5/13/2022,20225,,,,,,,,,102
7,Texas Thrift Store,B0894,Cabi #5402 Orange Hangout Tank Top S,$1.99 ,$2.15 ,5/11/2022,20225,,,,,,,,,104
7,Texas Thrift Store,B0895,Fig & Flower Anthro Floral Boho Top M,$3.99 ,$4.32 ,5/11/2022,20225,,,,,,,,,104
7,Texas Thrift Store,B0896,Shein Curve Vertical Stripe Top Plus Size 3XL,$2.99 ,$3.24 ,5/11/2022,20225,,,,,,,,,104
,Texas Thrift Store,B0897,ChicSoul.com Boutique Color Block Stripe Knit Top Plus Size 1XL,$2.49 ,$2.70 ,,,,,,,,,,,
,Texas Thrift Store,B0898,Joe's Jeans Provocateur High Rise Boot Cut Ryder Wash 25,$4.99 ,$5.40 ,,,,,,,,,,,
,Texas Thrift Store,B0899,AEO High Rise Jegging Destroyed Light Wash Next Level Stretch 4 Short,$4.99 ,$5.40 ,,,,,,,,,,,
15,Texas Thrift Store,B0900,Cloth & Stone Flannel Plaid Top Raw Hem M,$3.99 ,$4.32 ,6/6/2022,20226,,,,,,,,,78
,Texas Thrift Store,B0901,Maeve Anthro Lilorne Floral Stripe Top 2,$4.99 ,$5.40 ,,,,,,,,,,,
WEARING,Texas Thrift Store,B0902,White Braid Belt,$1.76 ,$1.90 ,Wearing,,,,,,,,,,
WEARING,Texas Thrift Store,B0903,Black Braid Belt,$1.76 ,$1.90 ,Wearing,,,,,,,,,,
WEARING,Poshmark,B0904,Lululemon wunder under high rise 7/8 tight size 4,$49.45 ,$49.45 ,Wearing,,,,,,,,,,
15,Poshmark,B0905,Black Lululemon Top with Open Back S,$35.38 ,$35.38 ,5/13/2022,20225,Poshmark,$31.00 ,$6.20 ,$1.72 ,$23.08 ,($12.30),7/31/2022,20227,79
WEARING,Poshmark,B0906,Lululemon Wunder Under High Rise 7/8 Leggings Magnetized Jacquard size 4,$58.11 ,$58.11 ,Wearing,,,,,,,,,,
WEARING,Poshmark,B0907,Lululemon Black Energy Bra M,$35.38 ,$35.38 ,Wearing,,,,,,,,,,
2,Poshmark,B0908,"LULULEMON Lavender Racerback Tank, Size XS",$16.22 ,$16.22 ,6/19/2022,20226,,,,,,,,,65
WEARING,Poshmark,B0909,Clarks Mary Jane Shoes 6.5,$35.38 ,$35.38 ,Wearing,,,,,,,,,,
WEARING,Poshmark,B0910,Steve Madden Troopa Combat Leather Zip Up Boots 6.5,$27.80 ,$27.80 ,Wearing,,,,,,,,,,
,Poshmark,B0911,Madewell Boardwalk woven sandals 6.5,$21.11 ,$21.11 ,5/16/2022,20225,,,,,,,,,99
,Poshmark,B0912,Baublebar crawler earrings,$12.11 ,$12.11 ,5/16/2022,20225,,,,,,,,,99
WEARING,Poshmark,B0913,lululemon Align Pant High Waist 7/8 size 4,$64.95 ,$64.95 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0914,Hollister Skinny Fit Epic Flex Destroyed Jeans W28 L30,$7.22 ,$7.82 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0915,Massimo Dutti Green Silk Cashmere Tank S,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0916,Columbia Fleece Zip Up Grey M,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0917,Champion Windbreaker Running Jacket Zip up S,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0918,Hollister Cropped Dolman Sleeve Crew Neck Sweater Blush XS,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0919,AEO V-Neck Cable Knit Sweater Tan XS,$2.65 ,$2.86 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0920,AEO Plaid Flannet Button down Classic Fit XS,$2.65 ,$2.86 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0921,Anthro Cloth & Stone Plaid Elastic Waist Top S,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
WEARING,Goodwill Cibolo,B0922,AEO Metallic Black/Silver Crew Neck Sweatshirt S,$2.65 ,$2.87 ,Wearing,,,,,,,,,,
15,Goodwill Cibolo,B0923,Lucky Brand Chunky Cable Knit Wool Blend Crew Neck Tan Sweater M,$4.50 ,$4.87 ,5/13/2022,20225,,,,,,,,,102
15,Goodwill Cibolo,B0924,Sienna Sky Peplum Tank Top S,$4.50 ,$4.87 ,5/13/2022,20225,,,,,,,,,102
,Goodwill Cibolo,B0925,Asos NWT Denim Petite High Waist Crop Jeans Destroyed Raw Hem 24W / 26L,$7.22 ,$7.82 ,,,,,,,,,,,
